,country,center_names
0,USA,59
1,China,42
2,United Kingdom,10
3,Canada,8
4,Switzerland,7
5,Singapore,7
6,France,7
7,Not applicable,5
8,Brazil,5
9,Germany,4
10,India,3
11,Japan,2
12,Morocco,2
13,Spain,2
14,Australia,2
15,Poland,2
16,Israel,2
17,Belgium,2
18,Austria,2
19,Tunisia,1
20,South Korea,1
21,Senegal,1
22,Turkey,1
23,Angola,1
24,Niger,1
25,Malaysia,1
26,Madagascar,1
27,Italy,1
28,Ireland,1
29,Hungary,1
30,French Guiana,1
31,Denmark,1
32,Uruguay,1
