,collection_date,first_public,time_diff_days,country
SRR10084036,2019-01-01,2019-09-10,252,Singapore
SRR10084038,2019-01-01,2019-09-10,252,Singapore
SRR10822285,2018-11-10,2022-02-01,1179,China
SRR10822286,2018-11-10,2022-02-01,1179,China
SRR10847781,2016-11-05,2021-01-04,1521,China
SRR10847782,2016-11-05,2021-01-04,1521,China
SRR10847784,2016-11-05,2021-01-04,1521,China
SRR10847786,2016-11-05,2021-01-04,1521,China
SRR10847787,2016-11-05,2021-01-04,1521,China
SRR10847789,2016-11-05,2021-01-04,1521,China
SRR11048719,2018-01-01,2020-02-10,770,Singapore
SRR11235410,2018-10-22,2020-06-18,605,Canada
SRR11235430,2015-09-22,2020-06-18,1731,Canada
SRR11235432,2014-04-10,2020-06-18,2261,Canada
SRR1172024,2013-11-01,2014-03-13,132,
SRR1172041,2013-11-01,2014-03-13,132,
SRR1172049,2013-11-01,2014-03-13,132,
SRR1172160,2013-11-01,2014-03-13,132,
SRR1172222,2013-11-01,2014-03-13,132,
SRR1172262,2013-11-01,2014-03-13,132,
SRR1172283,2013-11-01,2014-03-13,132,
SRR1172307,2013-11-01,2014-03-13,132,
SRR1172324,2013-11-01,2014-03-13,132,
SRR1172325,2013-11-01,2014-03-13,132,
SRR1172384,2013-11-01,2014-03-13,132,
SRR1172385,2013-11-01,2014-03-13,132,
SRR1172403,2013-11-01,2014-03-13,132,
SRR1172415,2013-11-01,2014-03-13,132,
SRR1172420,2013-11-01,2014-03-13,132,
SRR1172427,2013-11-01,2014-03-13,132,
SRR1172450,2013-11-01,2014-03-13,132,
SRR1172665,2013-11-01,2014-03-13,132,
SRR1172682,2013-11-01,2014-03-13,132,
SRR1172683,2013-11-01,2014-03-13,132,
SRR1172810,2013-11-01,2014-03-13,132,
SRR1174845,2013-11-01,2014-03-13,132,
SRR1174893,2013-11-01,2014-03-13,132,
SRR1175267,2013-11-01,2014-03-13,132,
SRR1184258,2013-11-01,2014-03-13,132,
SRR1184270,2013-11-01,2014-03-13,132,
SRR1184271,2013-11-01,2014-03-13,132,
SRR1184274,2013-11-01,2014-03-13,132,
SRR1184282,2013-11-01,2014-03-13,132,
SRR1184285,2013-11-01,2014-03-13,132,
SRR1184402,2013-11-01,2014-03-13,132,
SRR1184404,2013-11-01,2014-03-13,132,
SRR1184406,2013-11-01,2014-03-13,132,
SRR1184408,2013-11-01,2014-03-13,132,
SRR1184410,2013-11-01,2014-03-13,132,
SRR1184411,2013-11-01,2014-03-13,132,
SRR1184412,2013-11-01,2014-03-13,132,
SRR1184414,2013-11-01,2014-03-13,132,
SRR1186042,2013-11-01,2014-03-14,133,
SRR1186224,2013-11-01,2014-03-14,133,
SRR1186226,2013-11-01,2014-03-14,133,
SRR1186229,2013-11-01,2014-03-14,133,
SRR1186230,2013-11-01,2014-03-14,133,
SRR1186231,2013-11-01,2014-03-14,133,
SRR1186232,2013-11-01,2014-03-14,133,
SRR11962746,2011-11-01,2020-06-10,3144,Switzerland
SRR11962747,2011-11-01,2020-06-10,3144,Switzerland
SRR11962751,2005-06-02,2020-06-10,5487,Switzerland
SRR11962754,2013-04-20,2020-06-10,2608,Switzerland
SRR11962755,2013-04-20,2020-06-10,2608,Switzerland
SRR11962758,2013-04-20,2020-06-10,2608,Switzerland
SRR11962760,2011-11-01,2020-06-10,3144,Switzerland
SRR11962761,2011-11-01,2020-06-10,3144,Switzerland
SRR11996623,1994-12-05,2020-06-12,9321,Switzerland
SRR11996625,1994-12-05,2020-06-12,9321,Switzerland
SRR11996626,1994-12-05,2020-06-12,9321,Switzerland
SRR1237032,2013-11-01,2014-04-28,178,
SRR1237033,2013-11-01,2014-04-28,178,
SRR1237038,2013-11-01,2014-04-28,178,
SRR1237040,2013-11-01,2014-04-28,178,
SRR1237047,2013-11-01,2014-04-28,178,
SRR1237048,2013-11-01,2014-04-28,178,
SRR1237060,2013-11-01,2014-04-28,178,
SRR1237068,2013-11-01,2014-04-28,178,
SRR1237070,2013-11-01,2014-04-28,178,
SRR1237073,2013-11-01,2014-04-28,178,
SRR1237074,2013-11-01,2014-04-28,178,
SRR1237076,2013-11-01,2014-04-28,178,
SRR1237079,2013-11-01,2014-04-28,178,
SRR1237086,2013-11-01,2014-04-28,178,
SRR1237087,2013-11-01,2014-04-28,178,
SRR1237092,2013-11-01,2014-04-28,178,
SRR1237108,2013-11-01,2014-04-28,178,
SRR1237110,2013-11-01,2014-04-28,178,
SRR1237112,2013-11-01,2014-04-28,178,
SRR1237117,2013-11-01,2014-04-28,178,
SRR1237123,2013-11-01,2014-04-28,178,
SRR1237124,2013-11-01,2014-04-28,178,
SRR1237163,2013-11-01,2014-04-28,178,
SRR1237178,2013-11-01,2014-04-28,178,
SRR1237179,2013-11-01,2014-04-28,178,
SRR1237187,2013-11-01,2014-04-28,178,
SRR1237191,2013-11-01,2014-04-28,178,
SRR1237197,2013-11-01,2014-04-28,178,
SRR1237200,2013-11-01,2014-04-28,178,
SRR1237206,2013-11-01,2014-04-28,178,
SRR1237214,2013-11-01,2014-04-28,178,
SRR1237283,2013-11-01,2014-04-28,178,
SRR1237291,2013-11-01,2014-04-28,178,
SRR1237293,2013-11-01,2014-04-28,178,
SRR1237307,2013-11-01,2014-04-28,178,
SRR1237314,2013-11-01,2014-04-28,178,
SRR1237323,2013-11-01,2014-04-28,178,
SRR1237324,2013-11-01,2014-04-28,178,
SRR1237712,2013-11-01,2014-04-29,179,
SRR1237720,2013-11-01,2014-04-29,179,
SRR1237727,2013-11-01,2014-04-29,179,
SRR1237735,2013-11-01,2014-04-29,179,
SRR1237736,2013-11-01,2014-04-29,179,
SRR1237743,2013-11-01,2014-04-29,179,
SRR1237755,2013-11-01,2014-04-29,179,
SRR1237756,2013-11-01,2014-04-29,179,
SRR1237760,2013-11-01,2014-04-29,179,
SRR1237761,2013-11-01,2014-04-29,179,
SRR1237763,2013-11-01,2014-04-29,179,
SRR1237764,2013-11-01,2014-04-29,179,
SRR12432796,2019-05-13,2022-12-07,1304,China
SRR12450959,2019-05-13,2021-01-04,602,China
SRR12615723,2019-10-10,2020-09-19,345,
SRR12615725,2019-10-10,2020-09-19,345,
SRR12615727,2019-10-10,2020-09-19,345,
SRR12615728,2019-10-10,2020-09-19,345,
SRR12618575,2015-01-01,2020-09-16,2085,Poland
SRR12677936,2018-12-10,2020-09-21,651,China
SRR1273793,2013-11-01,2014-05-16,196,
SRR1273803,2013-11-01,2014-05-16,196,
SRR1274989,2013-11-01,2014-05-16,196,
SRR13318035,2019-05-01,2023-01-02,1342,China
SRR13318036,2019-05-01,2023-01-02,1342,China
SRR13318038,2019-05-01,2023-01-02,1342,China
SRR13318043,2019-05-01,2023-01-02,1342,China
SRR13587520,2011-08-05,2022-12-17,4152,China
SRR13587521,2015-08-05,2022-12-17,2691,China
SRR13587522,2015-08-05,2022-12-17,2691,China
SRR13587525,2011-08-05,2022-12-17,4152,China
SRR13587526,2013-08-05,2022-12-17,3421,China
SRR13587529,2012-08-05,2022-12-17,3786,China
SRR13587533,2012-08-05,2022-12-17,3786,China
SRR13587535,2012-08-05,2022-12-17,3786,China
SRR13587548,2011-08-05,2022-12-17,4152,China
SRR13587549,2012-08-05,2022-12-17,3786,China
SRR13587550,2012-08-05,2022-12-17,3786,China
SRR13587551,2012-08-05,2022-12-17,3786,China
SRR13587552,2015-08-05,2022-12-17,2691,China
SRR13587554,2015-08-05,2022-12-17,2691,China
SRR13587557,2015-08-05,2022-12-17,2691,China
SRR13587558,2015-08-05,2022-12-17,2691,China
SRR13587560,2015-08-05,2022-12-17,2691,China
SRR13587565,2015-08-05,2022-12-17,2691,China
SRR13587567,2015-08-05,2022-12-17,2691,China
SRR13587568,2012-08-05,2022-12-17,3786,China
SRR13587573,2015-08-05,2022-12-17,2691,China
SRR13587577,2015-08-05,2022-12-17,2691,China
SRR13587578,2015-08-05,2022-12-17,2691,China
SRR13587579,2012-08-05,2022-12-17,3786,China
SRR13587580,2015-08-05,2022-12-17,2691,China
SRR13587583,2015-08-05,2022-12-17,2691,China
SRR13587588,2015-08-05,2022-12-17,2691,China
SRR13587603,2015-08-05,2022-12-17,2691,China
SRR13587611,2015-08-05,2022-12-17,2691,China
SRR13587615,2015-08-05,2022-12-17,2691,China
SRR13587622,2015-08-05,2022-12-17,2691,China
SRR13587625,2015-08-05,2022-12-17,2691,China
SRR13587626,2015-08-05,2022-12-17,2691,China
SRR13587627,2015-08-05,2022-12-17,2691,China
SRR13587630,2015-08-05,2022-12-17,2691,China
SRR13587637,2015-08-05,2022-12-17,2691,China
SRR13587638,2015-08-05,2022-12-17,2691,China
SRR13587639,2015-08-05,2022-12-17,2691,China
SRR13587644,2015-08-05,2022-12-17,2691,China
SRR13587650,2015-08-05,2022-12-17,2691,China
SRR13587658,2015-08-05,2022-12-17,2691,China
SRR13587659,2015-08-05,2022-12-17,2691,China
SRR13587660,2015-08-05,2022-12-17,2691,China
SRR13587662,2015-08-05,2022-12-17,2691,China
SRR13587670,2013-08-05,2022-12-17,3421,China
SRR13587674,2013-08-05,2022-12-17,3421,China
SRR13587675,2013-08-05,2022-12-17,3421,China
SRR13587679,2013-08-05,2022-12-17,3421,China
SRR13587683,2013-08-05,2022-12-17,3421,China
SRR13587684,2013-08-05,2022-12-17,3421,China
SRR13587689,2013-08-05,2022-12-17,3421,China
SRR13587693,2013-08-05,2022-12-17,3421,China
SRR13587697,2013-08-05,2022-12-17,3421,China
SRR13587699,2013-08-05,2022-12-17,3421,China
SRR13587701,2013-08-05,2022-12-17,3421,China
SRR13587703,2013-08-05,2022-12-17,3421,China
SRR13587711,2015-08-05,2022-12-17,2691,China
SRR13587714,2015-08-05,2022-12-17,2691,China
SRR13587718,2015-08-05,2022-12-17,2691,China
SRR13587719,2015-08-05,2022-12-17,2691,China
SRR13587723,2015-08-05,2022-12-17,2691,China
SRR13587728,2012-08-05,2022-12-17,3786,China
SRR13587736,2015-08-05,2022-12-17,2691,China
SRR13587737,2015-08-05,2022-12-17,2691,China
SRR13587738,2015-08-05,2022-12-17,2691,China
SRR13587754,2013-08-05,2022-12-17,3421,China
SRR13587758,2013-08-05,2022-12-17,3421,China
SRR13587762,2013-08-05,2022-12-17,3421,China
SRR13587765,2013-08-05,2022-12-17,3421,China
SRR13587768,2013-08-05,2022-12-17,3421,China
SRR13587770,2013-08-05,2022-12-17,3421,China
SRR13587778,2011-08-05,2022-12-17,4152,China
SRR13587780,2011-08-05,2022-12-17,4152,China
SRR13587784,2013-08-05,2022-12-17,3421,China
SRR13587789,2013-08-05,2022-12-17,3421,China
SRR13587794,2013-08-05,2022-12-17,3421,China
SRR13587799,2013-08-05,2022-12-17,3421,China
SRR13587800,2013-08-05,2022-12-17,3421,China
SRR13587804,2013-08-05,2022-12-17,3421,China
SRR13587805,2013-08-05,2022-12-17,3421,China
SRR13587812,2013-08-05,2022-12-17,3421,China
SRR13587816,2013-08-05,2022-12-17,3421,China
SRR13587817,2013-08-05,2022-12-17,3421,China
SRR13587819,2013-08-05,2022-12-17,3421,China
SRR13587821,2013-08-05,2022-12-17,3421,China
SRR13587822,2013-08-05,2022-12-17,3421,China
SRR13587824,2015-08-05,2022-12-17,2691,China
SRR13587826,2015-08-05,2022-12-17,2691,China
SRR13587830,2015-08-05,2022-12-17,2691,China
SRR13587832,2015-08-05,2022-12-17,2691,China
SRR13587834,2015-08-05,2022-12-17,2691,China
SRR13587841,2015-08-05,2022-12-17,2691,China
SRR13587844,2012-08-05,2022-12-17,3786,China
SRR13587845,2015-08-05,2022-12-17,2691,China
SRR13587846,2015-08-05,2022-12-17,2691,China
SRR13587848,2015-08-05,2022-12-17,2691,China
SRR13587849,2015-08-05,2022-12-17,2691,China
SRR13587851,2015-08-05,2022-12-17,2691,China
SRR13587852,2015-08-05,2022-12-17,2691,China
SRR13587853,2015-08-05,2022-12-17,2691,China
SRR13587859,2015-08-05,2022-12-17,2691,China
SRR13587860,2015-08-05,2022-12-17,2691,China
SRR13587861,2015-08-05,2022-12-17,2691,China
SRR13587862,2015-08-05,2022-12-17,2691,China
SRR13587868,2015-08-05,2022-12-17,2691,China
SRR13587869,2015-08-05,2022-12-17,2691,China
SRR13587874,2015-08-05,2022-12-17,2691,China
SRR13587878,2012-08-05,2022-12-17,3786,China
SRR13587879,2015-08-05,2022-12-17,2691,China
SRR13587880,2015-08-05,2022-12-17,2691,China
SRR13587881,2015-08-05,2022-12-17,2691,China
SRR13587882,2015-08-05,2022-12-17,2691,China
SRR13587887,2015-08-05,2022-12-17,2691,China
SRR13587888,2015-08-05,2022-12-17,2691,China
SRR13976626,2020-10-22,2021-05-01,191,Germany
SRR13976633,2020-10-22,2021-05-01,191,Germany
SRR13976636,2020-10-23,2021-05-01,190,Germany
SRR13976637,2020-10-23,2021-05-01,190,Germany
SRR13976640,2020-10-23,2021-05-01,190,Germany
SRR13976650,2020-10-23,2021-05-01,190,Germany
SRR13976651,2020-10-23,2021-05-01,190,Germany
SRR13976652,2020-10-23,2021-05-01,190,Germany
SRR13976654,2020-10-23,2021-05-01,190,Germany
SRR13976656,2020-10-23,2021-05-01,190,Germany
SRR13976661,2020-10-23,2021-05-01,190,Germany
SRR13976662,2020-10-22,2021-05-01,191,Germany
SRR13976664,2020-10-22,2021-05-01,191,Germany
SRR13976665,2020-10-22,2021-05-01,191,Germany
SRR14902703,2010-12-10,2021-09-16,3933,Spain
SRR14902704,2010-08-02,2021-09-16,4063,Spain
SRR14902708,2010-09-24,2021-09-16,4010,Spain
SRR14902711,2008-06-11,2021-09-16,4845,Spain
SRR14902720,2010-12-16,2021-09-16,3927,Spain
SRR14902728,2010-02-16,2021-09-16,4230,Spain
SRR15400831,2019-08-08,2021-08-25,748,China
SRR15400832,2019-08-08,2021-08-25,748,China
SRR15400833,2019-08-08,2021-08-25,748,China
SRR15400834,2019-08-08,2021-08-25,748,China
SRR15400835,2019-08-08,2021-08-25,748,China
SRR15412757,2018-09-03,2021-08-25,1087,Ireland
SRR15412762,2018-09-03,2021-08-25,1087,Ireland
SRR1542419,1995-02-15,2015-06-05,7415,USA
SRR1544616,1996-12-27,2015-06-05,6734,USA
SRR1544621,1997-02-26,2015-06-05,6673,USA
SRR1544628,1997-02-19,2015-06-05,6680,USA
SRR1548194,1990-09-10,2015-06-05,9034,USA
SRR1548205,1991-03-25,2015-06-05,8838,USA
SRR1548207,1991-04-08,2015-06-05,8824,USA
SRR1548209,1991-06-04,2015-06-05,8767,USA
SRR1548320,1991-07-15,2015-06-05,8726,USA
SRR1548333,1991-11-26,2015-06-05,8592,USA
SRR1554082,1992-02-21,2015-06-05,8505,USA
SRR1554178,1996-04-06,2015-06-05,6999,USA
SRR1554289,1996-01-04,2015-06-05,7092,USA
SRR1554292,1996-01-03,2015-06-05,7093,USA
SRR1554304,1996-07-16,2015-06-05,6898,USA
SRR1554310,1998-01-07,2015-06-05,6358,USA
SRR16261130,2015-09-11,2022-04-01,2394,Switzerland
SRR1634978,1994-03-03,2015-10-28,7909,USA
SRR1634979,1994-03-07,2015-10-28,7905,USA
SRR1635037,2011-04-14,2015-10-28,1658,USA
SRR16498952,2019-09-16,2021-10-23,768,China
SRR17283558,2014-09-15,2021-12-22,2655,
SRR17283559,2014-09-15,2021-12-22,2655,
SRR17303236,2018-08-01,2021-12-23,1240,China
SRR17867683,2020-06-07,2022-02-04,607,China
SRR17867688,2020-06-07,2022-02-04,607,China
SRR18086584,2019-11-01,2022-02-24,846,United Kingdom
SRR12517359,2015-01-01,2020-08-27,2065,Switzerland
SRR16261120,2015-09-11,2022-04-01,2394,Switzerland
SRR17303238,2018-08-01,2021-12-23,1240,China
SRR2045733,2014-01-15,2016-05-30,866,Korea
SRR18086592,2019-11-01,2022-02-24,846,United Kingdom
SRR18086596,2019-11-01,2022-02-24,846,United Kingdom
SRR18086599,2019-11-01,2022-02-24,846,United Kingdom
SRR18188699,2021-03-11,2022-07-01,477,China
SRR18365632,2015-09-11,2022-04-01,2394,Switzerland
SRR18942589,2019-12-03,2022-07-06,946,
SRR18942593,2019-12-03,2022-07-06,946,
SRR18942598,2019-12-03,2022-07-06,946,
SRR18942599,2019-12-03,2022-07-06,946,
SRR18942600,2019-12-03,2022-07-06,946,
SRR20657103,2020-11-09,2022-07-31,629,
SRR20657104,2020-10-24,2022-07-31,645,
SRR20657107,2020-10-24,2022-07-31,645,
SRR20657108,2020-10-24,2022-07-31,645,
SRR2088861,2012-04-17,2015-10-17,1278,Canada
SRR2088862,2012-04-17,2015-10-17,1278,Canada
SRR2088863,2012-04-17,2015-10-17,1278,Canada
SRR21588445,2021-03-10,2023-09-02,906,China
SRR21588447,2021-03-10,2023-09-02,906,China
SRR21588452,2021-01-27,2023-09-02,948,China
SRR21588453,2021-03-10,2023-09-02,906,China
SRR21588456,2021-01-27,2023-09-02,948,China
SRR22266146,2020-05-24,2022-12-17,937,China
SRR22266147,2020-05-24,2022-12-17,937,China
SRR22342614,2018-08-11,2022-11-20,1562,China
SRR22342615,2018-08-11,2022-11-20,1562,China
SRR22342620,2018-08-11,2022-11-20,1562,China
SRR2243291,2005-09-01,2016-09-05,4022,USA
SRR2243436,2005-09-01,2016-09-05,4022,USA
SRR2243442,2005-09-01,2016-09-05,4022,USA
SRR2243443,2005-09-01,2016-09-05,4022,USA
SRR2243453,2005-09-01,2016-09-05,4022,USA
SRR22675169,2022-03-28,2022-12-12,259,China
SRR22675170,2022-03-27,2022-12-12,260,China
SRR22675171,2022-03-26,2022-12-12,261,China
SRR22675173,2022-03-24,2022-12-12,263,China
SRR22675175,2022-03-22,2022-12-12,265,China
SRR23500521,2020-02-11,2023-11-29,1387,USA
SRR23500522,2019-09-24,2023-11-29,1527,USA
SRR23500523,2019-07-23,2023-11-29,1590,USA
SRR23500528,2018-02-20,2023-11-29,2108,USA
SRR23500530,2020-10-24,2023-11-29,1131,USA
SRR23500533,2019-12-12,2023-11-29,1448,USA
SRR23500535,2019-06-19,2023-11-29,1624,USA
SRR23500538,2019-08-06,2023-11-29,1576,USA
SRR23500546,2020-01-14,2023-11-29,1415,USA
SRR23500549,2021-01-21,2023-11-29,1042,USA
SRR23500554,2019-07-10,2023-11-29,1603,USA
SRR23500557,2019-07-15,2023-11-29,1598,USA
SRR23500559,2021-03-23,2023-11-29,981,USA
SRR23500560,2020-03-04,2023-11-29,1365,USA
SRR23500561,2018-05-21,2023-11-29,2018,USA
SRR23500562,2019-04-24,2023-11-29,1680,USA
SRR23500567,2020-06-10,2023-11-29,1267,USA
SRR23500569,2020-07-01,2023-11-29,1246,USA
SRR23500570,2019-07-24,2023-11-29,1589,USA
SRR23500572,2018-12-19,2023-11-29,1806,USA
SRR23500574,2018-12-04,2023-11-29,1821,USA
SRR23500577,2018-12-18,2023-11-29,1807,USA
SRR23500581,2019-04-16,2023-11-29,1688,USA
SRR23500583,2019-02-04,2023-11-29,1759,USA
SRR23500587,2019-05-02,2023-11-29,1672,USA
SRR23500591,2020-09-03,2023-11-29,1182,USA
SRR23500595,2020-01-17,2023-11-29,1412,USA
SRR23500597,2020-10-28,2023-11-29,1127,USA
SRR23500598,2019-11-20,2023-11-29,1470,USA
SRR23500599,2018-11-26,2023-11-29,1829,USA
SRR23500607,2019-05-08,2023-11-29,1666,USA
SRR23500613,2018-11-26,2023-11-29,1829,USA
SRR23500614,2018-10-11,2023-11-29,1875,USA
SRR23500615,2018-08-08,2023-11-29,1939,USA
SRR23500624,2019-08-30,2023-11-29,1552,USA
SRR23500627,2019-08-14,2023-11-29,1568,USA
SRR23500628,2019-09-09,2023-11-29,1542,USA
SRR23500633,2019-04-10,2023-11-29,1694,USA
SRR23500634,2019-04-03,2023-11-29,1701,USA
SRR23500639,2019-02-14,2023-11-29,1749,USA
SRR23500647,2020-09-22,2023-11-29,1163,USA
SRR23500653,2021-03-02,2023-11-29,1002,USA
SRR23500654,2022-01-13,2023-11-29,685,USA
SRR23500655,2021-06-09,2023-11-29,903,USA
SRR23500659,2021-06-30,2023-11-29,882,USA
SRR23500664,2020-07-14,2023-11-29,1233,USA
SRR23500667,2018-12-07,2023-11-29,1818,USA
SRR23500670,2021-08-17,2023-11-29,834,USA
SRR23500671,2020-11-06,2023-11-29,1118,USA
SRR23500676,2021-08-12,2023-11-29,839,USA
SRR23500687,2020-10-29,2023-11-29,1126,USA
SRR23500693,2019-11-13,2023-11-29,1477,USA
SRR23500697,2021-10-13,2023-11-29,777,USA
SRR23500705,2020-02-27,2023-11-29,1371,USA
SRR23500711,2017-12-27,2023-11-29,2163,USA
SRR23500712,2019-03-20,2023-11-29,1715,USA
SRR23500721,2018-07-26,2023-11-29,1952,USA
SRR23500741,2018-07-14,2023-11-29,1964,USA
SRR23500743,2018-05-30,2023-11-29,2009,USA
SRR23500745,2020-02-19,2023-11-29,1379,USA
SRR23500751,2020-03-10,2023-11-29,1359,USA
SRR23500755,2020-11-04,2023-11-29,1120,USA
SRR23500756,2019-05-13,2023-11-29,1661,USA
SRR23500759,2021-02-24,2023-11-29,1008,USA
SRR23500761,2021-01-27,2023-11-29,1036,USA
SRR23500763,2022-01-27,2023-11-29,671,USA
SRR23500766,2020-02-05,2023-11-29,1393,USA
SRR23500767,2018-11-29,2023-11-29,1826,USA
SRR23500770,2019-12-09,2023-11-29,1451,USA
SRR23500780,2021-02-02,2023-11-29,1030,USA
SRR23500781,2020-08-27,2023-11-29,1189,USA
SRR23500790,2018-02-20,2023-11-29,2108,USA
SRR23500794,2019-09-13,2023-11-29,1538,USA
SRR23500798,2019-04-01,2023-11-29,1703,USA
SRR23500799,2021-03-17,2023-11-29,987,USA
SRR23500801,2018-04-30,2023-11-29,2039,USA
SRR23500802,2019-02-21,2023-11-29,1742,USA
SRR23686825,2021-03-21,2023-06-05,806,USA
SRR23693236,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693238,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693240,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693241,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693243,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693244,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693246,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693248,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693250,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693251,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693252,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693254,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693260,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693261,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693262,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693264,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693265,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693266,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693267,2019-11-01,2023-03-04,1219,United Kingdom
SRR23724873,2021-06-07,2023-03-19,650,
SRR23724874,2021-06-07,2023-03-19,650,
SRR23724875,2021-06-07,2023-03-19,650,
SRR23724877,2021-06-07,2023-03-19,650,
SRR24975242,2021-03-11,2023-09-02,905,China
SRR24975243,2021-03-11,2023-09-02,905,China
SRR24975244,2021-03-11,2023-09-02,905,China
SRR25453877,2023-01-19,2023-07-30,192,China
SRR25453878,2023-01-18,2023-07-30,193,China
SRR25453886,2023-01-20,2023-07-30,191,China
SRR25453888,2023-01-10,2023-07-30,201,China
SRR25726576,2017-04-05,2024-01-03,2464,Tunisia
SRR25726580,2017-09-23,2024-01-03,2293,Tunisia
SRR25726583,2017-06-28,2024-01-03,2380,Tunisia
SRR25726585,2017-06-01,2024-01-03,2407,Tunisia
SRR25726587,2017-06-01,2024-01-03,2407,Tunisia
SRR25726588,2017-06-01,2024-01-03,2407,Tunisia
SRR25726589,2017-04-05,2024-01-03,2464,Tunisia
SRR25822244,2019-08-11,2023-09-02,1483,China
SRR25822245,2019-08-09,2023-09-02,1485,China
SRR25920078,2020-11-30,2023-09-10,1014,USA
SRR25920080,2020-11-30,2023-09-10,1014,USA
SRR25920083,2020-11-30,2023-09-10,1014,USA
SRR25920084,2020-11-30,2023-09-10,1014,USA
SRR25920087,2020-11-30,2023-09-10,1014,USA
SRR26048537,2022-12-13,2023-09-14,275,China
SRR26048545,2022-12-13,2023-09-14,275,China
SRR26048546,2022-12-13,2023-09-14,275,China
SRR26048550,2022-12-13,2023-09-14,275,China
SRR26048552,2022-12-13,2023-09-14,275,China
SRR26143892,2019-01-25,2023-12-01,1771,Hungary
SRR26143895,2019-01-25,2023-12-01,1771,Hungary
SRR26143897,2019-01-25,2023-12-01,1771,Hungary
SRR27184083,2021-08-23,2023-12-15,844,China
SRR27184084,2021-08-23,2023-12-15,844,China
SRR27184085,2021-08-23,2023-12-15,844,China
SRR27184087,2021-08-23,2023-12-15,844,China
SRR2730866,2013-05-28,2015-10-28,883,Belgium
SRR2730867,2013-05-30,2015-10-28,881,Belgium
SRR3593474,2015-08-21,2017-05-28,646,Canada
SRR3622463,2016-02-05,2017-07-03,514,Canada
SRR3622466,2016-02-05,2017-07-03,514,Canada
SRR4010509,2015-04-25,2016-10-01,525,USA
SRR4426981,2013-07-08,2016-10-31,1211,United Kingdom
SRR4426982,2013-08-26,2016-10-31,1162,United Kingdom
SRR4426985,2013-07-05,2016-10-31,1214,United Kingdom
SRR4426986,2013-07-08,2016-10-31,1211,United Kingdom
SRR4428735,2015-06-26,2016-10-19,481,Singapore
SRR5073472,2014-01-07,2016-12-08,1066,USA
SRR5073473,2014-01-07,2016-12-08,1066,USA
SRR5073474,2014-01-07,2016-12-08,1066,USA
SRR5073475,2014-01-07,2016-12-08,1066,USA
SRR5073477,2014-01-07,2016-12-08,1066,USA
SRR5073479,2014-01-07,2016-12-08,1066,USA
SRR5073481,2014-01-07,2016-12-08,1066,USA
SRR5073484,2014-01-07,2016-12-08,1066,USA
SRR5073485,2014-01-07,2016-12-08,1066,USA
SRR5073489,2014-01-07,2016-12-08,1066,USA
SRR5073495,2014-01-07,2016-12-08,1066,USA
SRR5073496,2014-01-07,2016-12-08,1066,USA
SRR5073498,2014-01-07,2016-12-08,1066,USA
SRR5074006,2014-10-28,2016-12-07,771,USA
SRR5074008,2014-10-28,2016-12-06,770,USA
SRR5074015,2014-10-28,2016-12-07,771,USA
SRR5074016,2014-10-28,2016-12-07,771,USA
SRR5074017,2014-10-28,2016-12-07,771,USA
SRR5074019,2014-10-28,2016-12-07,771,USA
SRR5074022,2014-10-28,2016-12-07,771,USA
SRR5074025,2014-10-28,2016-12-07,771,USA
SRR5074027,2014-10-28,2016-12-07,771,USA
SRR5074028,2014-10-28,2016-12-07,771,USA
SRR5074029,2014-10-28,2016-12-07,771,USA
SRR5074035,2014-10-28,2016-12-07,771,USA
SRR5074036,2014-10-28,2016-12-07,771,USA
SRR5074041,2014-10-28,2016-12-07,771,USA
SRR5074042,2014-10-28,2016-12-07,771,USA
SRR5074043,2014-10-28,2016-12-07,771,USA
SRR5074044,2014-10-28,2016-12-07,771,USA
SRR5074045,2014-10-28,2016-12-07,771,USA
SRR5133884,2015-08-04,2017-07-01,697,USA
SRR5133885,2015-08-04,2017-07-01,697,USA
SRR5133891,2015-08-04,2017-07-01,697,USA
SRR5133892,2015-08-04,2017-07-01,697,USA
SRR5133895,2015-08-04,2017-07-01,697,USA
SRR5133899,2014-08-13,2017-07-01,1053,USA
SRR5133901,2015-08-04,2017-07-01,697,USA
SRR5133903,2014-08-13,2017-07-01,1053,USA
SRR5133905,2015-08-04,2017-07-01,697,USA
SRR6263386,2017-11-06,2017-11-09,3,Canada
SRR6263387,2017-11-06,2017-11-09,3,Canada
SRR6263390,2017-11-06,2017-11-09,3,Canada
