,collection_date,first_public,time_diff_days,country
SRR13587850,2015-08-05,2022-12-17,2691,China
SRR13587863,2015-08-05,2022-12-17,2691,China
SRR13587870,2015-08-05,2022-12-17,2691,China
SRR13587871,2015-08-05,2022-12-17,2691,China
SRR13587875,2015-08-05,2022-12-17,2691,China
SRR13587884,2015-08-05,2022-12-17,2691,China
SRR13587889,2012-08-05,2022-12-17,3786,China
SRR14902707,2010-10-05,2021-09-16,3999,Spain
SRR14902710,2008-06-12,2021-09-16,4844,Spain
SRR15412758,2018-09-03,2021-08-25,1087,Ireland
SRR15412761,2018-09-03,2021-08-25,1087,Ireland
SRR15412763,2018-09-03,2021-08-25,1087,Ireland
SRR15412764,2018-09-03,2021-08-25,1087,Ireland
SRR1542425,1995-04-20,2015-06-05,7351,USA
SRR1542939,1995-08-03,2015-06-05,7246,USA
SRR1544065,1995-11-22,2015-06-05,7135,USA
SRR1544598,1996-12-27,2015-06-05,6734,USA
SRR1544681,1997-08-28,2015-06-05,6490,USA
SRR1544691,1997-09-02,2015-06-05,6485,USA
SRR1548200,1991-02-22,2015-06-05,8869,USA
SRR1548201,1991-02-08,2015-06-05,8883,USA
SRR1553997,1991-12-13,2015-06-05,8575,USA
SRR1554081,1992-01-28,2015-06-05,8529,USA
SRR1554174,1995-04-14,2015-06-05,7357,USA
SRR1554184,1995-03-13,2015-06-05,7389,USA
SRR1554307,1997-04-02,2015-06-05,6638,USA
SRR16261123,2015-09-11,2022-04-01,2394,Switzerland
SRR16261124,2015-09-11,2022-04-01,2394,Switzerland
SRR16261127,2015-09-11,2022-04-01,2394,Switzerland
SRR16261128,2015-09-11,2022-04-01,2394,Switzerland
SRR1634575,1994-02-14,2015-10-28,7926,USA
SRR1635036,2007-07-02,2015-10-28,3040,USA
SRR16946058,2020-01-01,2021-11-16,685,Poland
SRR16946059,2017-01-01,2021-11-16,1780,Poland
SRR16946060,2015-01-01,2021-11-16,2511,Poland
SRR17283560,2014-09-15,2021-12-22,2655,
SRR17283561,2014-09-15,2021-12-22,2655,
SRR17867685,2020-06-07,2022-02-04,607,China
SRR17867686,2020-06-07,2022-02-04,607,China
SRR17867687,2020-06-07,2022-02-04,607,China
SRR17993947,2018-08-26,2022-02-13,1267,
SRR18086586,2019-11-01,2022-02-24,846,United Kingdom
SRR18086589,2019-11-01,2022-02-24,846,United Kingdom
SRR18086590,2019-11-01,2022-02-24,846,United Kingdom
SRR18086591,2019-11-01,2022-02-24,846,United Kingdom
SRR18086593,2019-11-01,2022-02-24,846,United Kingdom
SRR18188697,2021-03-11,2022-07-01,477,China
SRR18188698,2021-03-11,2022-07-01,477,China
SRR11235412,2015-06-12,2020-06-18,1833,Canada
SRR11235414,2015-04-24,2020-06-18,1882,Canada
SRR11235415,2016-11-09,2020-06-18,1317,Canada
SRR11235420,2016-09-15,2020-06-18,1372,Canada
SRR1184257,2013-11-01,2014-03-13,132,
SRR1184268,2013-11-01,2014-03-13,132,
SRR1184269,2013-11-01,2014-03-13,132,
SRR1184279,2013-11-01,2014-03-13,132,
SRR1184280,2013-11-01,2014-03-13,132,
SRR1184415,2013-11-01,2014-03-13,132,
SRR13976627,2020-10-22,2021-05-01,191,Germany
SRR13976629,2020-10-22,2021-05-01,191,Germany
SRR13976632,2020-10-23,2021-05-01,190,Germany
SRR13976635,2020-10-23,2021-05-01,190,Germany
SRR13976638,2020-10-23,2021-05-01,190,Germany
SRR13976641,2020-10-23,2021-05-01,190,Germany
SRR13976642,2020-10-23,2021-05-01,190,Germany
SRR13976643,2020-10-23,2021-05-01,190,Germany
SRR13976645,2020-10-23,2021-05-01,190,Germany
SRR13976647,2020-10-23,2021-05-01,190,Germany
SRR13976649,2020-10-23,2021-05-01,190,Germany
SRR13976655,2020-10-22,2021-05-01,191,Germany
SRR13976657,2020-10-23,2021-05-01,190,Germany
SRR13976659,2020-10-23,2021-05-01,190,Germany
SRR13976660,2020-10-23,2021-05-01,190,Germany
SRR13976667,2020-10-22,2021-05-01,191,Germany
SRR17303187,2021-10-09,2021-12-23,75,China
SRR17303237,2018-08-01,2021-12-23,1240,China
SRR18086583,2019-11-01,2022-02-24,846,United Kingdom
SRR18942590,2019-12-03,2022-07-06,946,
SRR12450960,2019-05-13,2021-01-04,602,China
SRR27184079,2021-08-23,2023-12-15,844,China
SRR27184082,2021-08-23,2023-12-15,844,China
SRR2730861,2013-05-28,2015-10-28,883,Belgium
SRR2730862,2013-05-29,2015-10-28,882,Belgium
SRR2730869,2013-05-29,2015-10-28,882,Belgium
SRR2730871,2013-05-03,2015-10-28,908,Belgium
SRR3381672,2015-08-15,2016-10-06,418,USA
SRR3586456,2014-05-14,2016-05-27,744,Canada
SRR3586486,2014-05-14,2016-05-27,744,Canada
SRR3586490,2014-05-14,2016-05-27,744,Canada
SRR3586491,2014-05-14,2016-05-27,744,Canada
SRR3586495,2014-05-14,2016-05-27,744,Canada
SRR3586498,2014-05-14,2016-05-27,744,Canada
SRR3593469,2015-07-09,2017-05-28,689,Canada
SRR3593470,2015-08-21,2017-05-28,646,Canada
SRR3593476,2015-08-21,2017-05-28,646,Canada
SRR3622461,2015-11-11,2017-07-03,600,Canada
SRR4010508,2015-04-25,2016-10-01,525,USA
SRR4010510,2015-04-25,2016-10-01,525,USA
SRR4426983,2013-08-28,2016-10-31,1160,United Kingdom
SRR5073476,2014-01-07,2016-12-08,1066,USA
SRR5073478,2014-01-07,2016-12-08,1066,USA
SRR5073480,2014-01-07,2016-12-08,1066,USA
SRR5073482,2014-01-07,2016-12-08,1066,USA
SRR5073486,2014-01-07,2016-12-08,1066,USA
SRR5073487,2014-01-07,2016-12-08,1066,USA
SRR5073490,2014-01-07,2016-12-08,1066,USA
SRR5073492,2014-01-07,2016-12-08,1066,USA
SRR5073497,2014-01-07,2016-12-08,1066,USA
SRR5074005,2014-10-28,2016-12-07,771,USA
SRR5074007,2014-10-28,2016-12-07,771,USA
SRR5074011,2014-10-28,2016-12-07,771,USA
SRR5074014,2014-10-28,2016-12-07,771,USA
SRR5074018,2014-10-28,2016-12-07,771,USA
SRR5074024,2014-10-28,2016-12-07,771,USA
SRR5074026,2014-10-28,2016-12-07,771,USA
SRR5074038,2014-10-28,2016-12-07,771,USA
SRR5133886,2015-08-04,2017-07-01,697,USA
SRR5133889,2014-08-13,2017-07-01,1053,USA
SRR5133893,2015-08-04,2017-07-01,697,USA
SRR5133894,2015-08-04,2017-07-01,697,USA
SRR5133897,2015-08-04,2017-07-01,697,USA
SRR5133904,2015-08-04,2017-07-01,697,USA
SRR5280521,2015-06-10,2017-03-07,636,China
SRR5798525,2016-05-20,2017-07-04,410,China
SRR6263383,2017-11-06,2017-11-09,3,Canada
SRR6263384,2017-11-06,2017-11-09,3,Canada
SRR6263385,2017-11-06,2017-11-09,3,Canada
SRR6263389,2017-11-06,2017-11-09,3,Canada
SRR6263391,2017-11-06,2017-11-09,3,Canada
SRR6263392,2017-11-06,2017-11-09,3,Canada
SRR6941758,2017-12-31,2018-04-05,95,USA
SRR7293296,2017-03-28,2019-06-02,796,
SRR7293663,2015-12-10,2019-07-13,1311,
SRR7293664,2015-12-10,2019-07-13,1311,
SRR7293665,2015-12-10,2019-07-13,1311,
SRR7704191,2018-01-01,2018-08-18,229,China
SRR7704192,2018-01-01,2018-08-18,229,China
SRR7704198,2018-01-01,2018-08-18,229,China
SRR7704199,2018-01-01,2018-08-18,229,China
SRR7704200,2018-01-01,2018-08-18,229,China
SRR8068577,2017-10-17,2019-11-01,745,
SRR8068578,2017-10-17,2019-11-01,745,
SRR8353444,2011-05-11,2018-12-20,2780,Austria
SRR18942595,2019-12-03,2022-07-06,946,
SRR18942596,2019-12-03,2022-07-06,946,
SRR18942597,2019-12-03,2022-07-06,946,
SRR18365633,2015-09-11,2022-04-01,2394,Switzerland
SRR18365634,2015-09-11,2022-04-01,2394,Switzerland
SRR1917394,2013-01-18,2016-02-14,1122,Singapore
SRR1917395,2013-01-18,2016-02-14,1122,Singapore
SRR1917396,2013-01-17,2016-02-14,1123,Singapore
SRR1917397,2013-01-16,2016-02-14,1124,Singapore
SRR1917399,2013-01-17,2016-02-14,1123,Singapore
SRR20657106,2020-10-24,2022-07-31,645,
SRR2088860,2012-04-17,2015-10-17,1278,Canada
SRR2132335,2013-01-10,2016-07-30,1297,Korea
SRR21588387,2020-10-30,2023-10-02,1067,China
SRR21588388,2020-10-30,2023-10-02,1067,China
SRR21588446,2021-03-10,2023-09-02,906,China
SRR21588449,2021-01-27,2023-09-02,948,China
SRR21588450,2021-01-27,2023-09-02,948,China
SRR21588454,2021-03-10,2023-09-02,906,China
SRR21588455,2021-01-27,2023-09-02,948,China
SRR22094305,2022-03-04,2022-10-30,240,China
SRR22094323,2022-04-11,2022-10-30,202,China
SRR22266148,2020-05-24,2022-12-17,937,China
SRR22266150,2020-05-24,2022-12-17,937,China
SRR2243412,2005-09-01,2016-09-05,4022,USA
SRR2243419,2005-09-01,2016-09-05,4022,USA
SRR2243439,2005-09-01,2016-09-05,4022,USA
SRR2243448,2005-09-01,2016-09-05,4022,USA
SRR22675172,2022-03-25,2022-12-12,262,China
SRR22675174,2022-03-23,2022-12-12,264,China
SRR22675176,2022-03-21,2022-12-12,266,China
SRR22675177,2022-03-20,2022-12-12,267,China
SRR23500520,2020-10-03,2023-11-29,1152,USA
SRR23500534,2019-08-14,2023-11-29,1568,USA
SRR23500537,2020-01-17,2023-11-29,1412,USA
SRR23500540,2019-01-15,2023-11-29,1779,USA
SRR23500541,2019-05-09,2023-11-29,1665,USA
SRR23500542,2019-04-08,2023-11-29,1696,USA
SRR23500544,2021-02-17,2023-11-29,1015,USA
SRR23500548,2019-09-10,2023-11-29,1541,USA
SRR23500551,2021-07-08,2023-11-29,874,USA
SRR23500552,2020-10-19,2023-11-29,1136,USA
SRR23500553,2019-09-19,2023-11-29,1532,USA
SRR23500555,2019-05-22,2023-11-29,1652,USA
SRR23500558,2019-04-10,2023-11-29,1694,USA
SRR23500563,2021-02-03,2023-11-29,1029,USA
SRR23500564,2020-09-30,2023-11-29,1155,USA
SRR23500566,2019-08-07,2023-11-29,1575,USA
SRR23500571,2019-04-24,2023-11-29,1680,USA
SRR23500573,2019-02-13,2023-11-29,1750,USA
SRR23500578,2020-08-04,2023-11-29,1212,USA
SRR23500580,2019-06-11,2023-11-29,1632,USA
SRR23500586,2019-06-27,2023-11-29,1616,USA
SRR23500593,2020-06-10,2023-11-29,1267,USA
SRR23500600,2020-09-03,2023-11-29,1182,USA
SRR23500602,2019-04-18,2023-11-29,1686,USA
SRR23500603,2018-10-26,2023-11-29,1860,USA
SRR23500604,2019-03-11,2023-11-29,1724,USA
SRR23500605,2020-09-23,2023-11-29,1162,USA
SRR23500606,2018-10-10,2023-11-29,1876,USA
SRR23500608,2019-03-01,2023-11-29,1734,USA
SRR23500609,2019-01-02,2023-11-29,1792,USA
SRR23500612,2019-05-10,2023-11-29,1664,USA
SRR23500617,2020-01-29,2023-11-29,1400,USA
SRR23500620,2020-01-13,2023-11-29,1416,USA
SRR23500631,2019-06-19,2023-11-29,1624,USA
SRR23500632,2019-05-17,2023-11-29,1657,USA
SRR23500648,2022-02-05,2023-11-29,662,USA
SRR23500650,2021-02-09,2023-11-29,1023,USA
SRR23500651,2021-06-28,2023-11-29,884,USA
SRR23500652,2020-01-22,2023-11-29,1407,USA
SRR23500661,2021-11-02,2023-11-29,757,USA
SRR23500666,2020-01-29,2023-11-29,1400,USA
SRR23500668,2020-09-14,2023-11-29,1171,USA
SRR23500673,2021-10-07,2023-11-29,783,USA
SRR23500677,2019-10-29,2023-11-29,1492,USA
SRR23500678,2021-12-11,2023-11-29,718,USA
SRR23500679,2021-06-02,2023-11-29,910,USA
SRR23500683,2021-06-23,2023-11-29,889,USA
SRR23500684,2021-02-08,2023-11-29,1024,USA
SRR23500686,2021-10-28,2023-11-29,762,USA
SRR23500695,2020-12-01,2023-11-29,1093,USA
SRR23500701,2019-12-03,2023-11-29,1457,USA
SRR23500703,2020-11-05,2023-11-29,1119,USA
SRR23500708,2019-10-31,2023-11-29,1490,USA
SRR23500713,2018-11-02,2023-11-29,1853,USA
SRR23500715,2019-01-29,2023-11-29,1765,USA
SRR23500719,2019-07-24,2023-11-29,1589,USA
SRR23500740,2018-08-07,2023-11-29,1940,USA
SRR23500748,2020-11-03,2023-11-29,1121,USA
SRR23500752,2022-03-31,2023-11-29,608,USA
SRR23500753,2021-11-13,2023-11-29,746,USA
SRR23500754,2020-02-24,2023-11-29,1374,USA
SRR23500757,2020-09-01,2023-11-29,1184,USA
SRR23500758,2020-07-01,2023-11-29,1246,USA
SRR23500762,2019-12-18,2023-11-29,1442,USA
SRR23500764,2021-06-25,2023-11-29,887,USA
SRR23500765,2020-12-10,2023-11-29,1084,USA
SRR23500768,2019-11-19,2023-11-29,1471,USA
SRR23500769,2020-01-31,2023-11-29,1398,USA
SRR23500772,2019-08-14,2023-11-29,1568,USA
SRR23500773,2021-08-18,2023-11-29,833,USA
SRR23500775,2020-08-04,2023-11-29,1212,USA
SRR23500776,2019-12-12,2023-11-29,1448,USA
SRR23500785,2021-08-03,2023-11-29,848,USA
SRR23500792,2019-06-05,2023-11-29,1638,USA
SRR23500795,2019-08-21,2023-11-29,1561,USA
SRR23500797,2019-06-14,2023-11-29,1629,USA
SRR23500803,2017-12-11,2023-11-29,2179,USA
SRR23686827,2021-03-21,2023-06-05,806,USA
SRR23686828,2021-03-21,2023-06-05,806,USA
SRR23686829,2021-03-21,2023-06-05,806,USA
SRR23693234,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693237,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693242,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693245,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693247,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693249,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693253,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693258,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693263,2019-11-01,2023-03-04,1219,United Kingdom
SRR23693269,2019-11-01,2023-03-04,1219,United Kingdom
SRR23724870,2021-06-07,2023-03-19,650,
SRR23724871,2021-06-07,2023-03-19,650,
SRR23724872,2021-06-07,2023-03-19,650,
SRR23724876,2021-06-07,2023-03-19,650,
SRR24334288,2021-08-20,2023-05-05,623,
SRR24334337,2021-07-29,2023-05-05,645,
SRR24334349,2021-05-19,2023-05-05,716,
SRR25453884,2023-01-12,2023-07-30,199,China
SRR25453885,2023-01-21,2023-07-30,190,China
SRR25621433,2020-04-05,2023-08-19,1231,USA
SRR25726578,2017-09-23,2024-01-03,2293,Tunisia
SRR25726579,2017-09-23,2024-01-03,2293,Tunisia
SRR25726590,2017-04-05,2024-01-03,2464,Tunisia
SRR25726591,2017-04-05,2024-01-03,2464,Tunisia
SRR25726592,2016-12-06,2024-01-03,2584,Tunisia
SRR25880493,2022-01-13,2023-09-02,597,China
SRR25880494,2022-01-13,2023-09-02,597,China
SRR25920079,2020-11-30,2023-09-10,1014,USA
SRR25920081,2020-11-30,2023-09-10,1014,USA
SRR25920082,2020-11-30,2023-09-10,1014,USA
SRR25920085,2020-11-30,2023-09-10,1014,USA
SRR25920086,2020-11-30,2023-09-10,1014,USA
SRR25920088,2020-11-30,2023-09-10,1014,USA
SRR25920089,2020-11-30,2023-09-10,1014,USA
SRR25920090,2020-11-30,2023-09-10,1014,USA
SRR25920091,2020-11-30,2023-09-10,1014,USA
SRR25920093,2020-11-30,2023-09-10,1014,USA
SRR26048534,2022-12-13,2023-09-14,275,China
SRR26048535,2022-12-13,2023-09-14,275,China
SRR26048538,2022-12-13,2023-09-14,275,China
SRR26048539,2022-12-13,2023-09-14,275,China
SRR26048540,2022-12-13,2023-09-14,275,China
SRR26048541,2022-12-13,2023-09-14,275,China
SRR26048543,2022-12-13,2023-09-14,275,China
SRR26048544,2022-12-13,2023-09-14,275,China
SRR26048547,2022-12-13,2023-09-14,275,China
SRR26048548,2022-12-13,2023-09-14,275,China
SRR26048551,2022-12-13,2023-09-14,275,China
SRR26143894,2019-06-04,2023-12-01,1641,Hungary
SRR26143896,2019-01-25,2023-12-01,1771,Hungary
SRR26148728,2023-02-03,2023-09-24,233,
SRR26148729,2023-02-03,2023-09-24,233,
SRR26148731,2023-02-03,2023-09-24,233,
SRR22342617,2018-08-11,2022-11-20,1562,China
SRR22342621,2018-08-11,2022-11-20,1562,China
SRR25822246,2019-08-07,2023-09-02,1487,China
SRR25822247,2019-08-05,2023-09-02,1489,China
SRR25822249,2019-08-01,2023-09-02,1493,China
SRR8729337,2016-12-07,2020-04-14,1224,
SRR8729340,2016-12-07,2020-04-14,1224,
SRR8928624,2011-08-26,2019-07-17,2882,United Kingdom
SRR8928626,2011-08-26,2019-07-17,2882,United Kingdom
SRR9117946,2018-10-25,2019-05-25,212,China
SRR9117949,2018-10-25,2019-05-25,212,China
